gamma:, 0.995
epsilon_start:, 0.98
epsilon_end:, 0.05
epsilon_decay:, 150
n_episodes:, 6500
batch_size:, 256
target_update:, 20
running_step:, 0.02
replay_memory_size:, 100000
learning_rate:, 0.0005
0, 35.0
1, 5.0
2, 5.0
3, 5.0
4, 17.0
5, 7.0
6, 16.0
7, 15.0
8, 8.0
9, 22.0
10, 12.0
11, 9.0
12, 48.0
13, 34.0
14, 48.0
15, 15.0
16, 9.0
17, 22.0
18, 11.0
19, 18.0
20, 14.0
21, 41.0
22, 7.0
23, 14.0
24, 22.0
25, 8.0
26, 8.0
27, 40.0
28, 35.0
29, 21.0
30, 10.0
31, 9.0
32, 7.0
33, 9.0
34, 11.0
35, 9.0
36, 9.0
37, 16.0
38, 9.0
39, 16.0
40, 8.0
41, 11.0
42, 21.0
43, 6.0
44, 27.0
45, 4.0
46, 8.0
47, 10.0
48, 14.0
49, 8.0
50, 6.0
51, 8.0
52, 9.0
53, 14.0
54, 21.0
55, 8.0
56, 10.0
57, 26.0
58, 18.0
59, 19.0
60, 7.0
61, 12.0
62, 22.0
63, 10.0
64, 28.0
65, 9.0
66, 19.0
67, 14.0
68, 17.0
69, 7.0
70, 6.0
71, 6.0
72, 7.0
73, 16.0
74, 7.0
75, 4.0
76, 6.0
77, 10.0
78, 4.0
79, 8.0
80, 8.0
81, 12.0
82, 8.0
83, 6.0
84, 9.0
85, 14.0
86, 8.0
87, 15.0
88, 8.0
89, 23.0
90, 9.0
91, 10.0
92, 7.0
93, 9.0
94, 6.0
95, 16.0
96, 6.0
97, 28.0
98, 5.0
99, 10.0
100, 16.0
101, 4.0
102, 4.0
103, 8.0
104, 50.0
105, 11.0
106, 10.0
107, 9.0
108, 5.0
109, 9.0
110, 10.0
111, 10.0
112, 8.0
113, 11.0
114, 9.0
115, 9.0
116, 11.0
117, 5.0
118, 16.0
119, 20.0
120, 9.0
121, 29.0
122, 32.0
123, 11.0
124, 5.0
125, 5.0
126, 23.0
127, 17.0
128, 17.0
129, 6.0
130, 5.0
131, 6.0
132, 8.0
133, 7.0
134, 7.0
135, 11.0
136, 6.0
137, 10.0
138, 10.0
139, 7.0
140, 6.0
141, 9.0
142, 14.0
143, 5.0
144, 8.0
145, 6.0
146, 8.0
147, 14.0
148, 7.0
149, 8.0
150, 8.0
151, 7.0
152, 9.0
153, 8.0
154, 8.0
155, 11.0
156, 7.0
157, 8.0
158, 12.0
159, 8.0
160, 7.0
161, 6.0
162, 6.0
163, 7.0
164, 8.0
165, 6.0
166, 6.0
167, 12.0
168, 12.0
169, 8.0
170, 6.0
171, 7.0
172, 19.0
173, 5.0
174, 8.0
175, 10.0
176, 7.0
177, 5.0
178, 7.0
179, 5.0
