gamma:, 0.995
epsilon_start:, 0.98
epsilon_end:, 0.05
epsilon_decay:, 150
n_episodes:, 750
batch_size:, 256
target_update:, 20
running_step:, 0.02
replay_memory_size:, 100000
learning_rate:, 0.0005
384, 5.0
385, 13.0
386, 11.0
387, 25.0
388, 4.0
389, 14.0
390, 4.0
391, 23.0
392, 27.0
393, 9.0
394, 7.0
395, 13.0
396, 18.0
397, 12.0
398, 4.0
399, 25.0
400, 29.0
401, 16.0
402, 14.0
403, 13.0
404, 5.0
405, 5.0
406, 13.0
407, 11.0
408, 5.0
409, 17.0
410, 20.0
411, 6.0
412, 33.0
413, 18.0
414, 11.0
415, 7.0
416, 4.0
417, 21.0
418, 10.0
419, 5.0
420, 6.0
421, 5.0
422, 11.0
423, 10.0
424, 18.0
425, 7.0
426, 4.0
427, 29.0
428, 18.0
429, 11.0
430, 14.0
431, 11.0
432, 28.0
433, 10.0
434, 22.0
435, 5.0
436, 15.0
437, 41.0
438, 10.0
439, 9.0
440, 11.0
441, 4.0
442, 23.0
443, 15.0
444, 6.0
445, 7.0
446, 16.0
447, 27.0
448, 11.0
449, 22.0
450, 22.0
451, 6.0
452, 12.0
453, 20.0
454, 17.0
455, 4.0
456, 9.0
457, 7.0
458, 22.0
459, 46.0
460, 15.0
461, 9.0
462, 5.0
463, 28.0
464, 4.0
465, 6.0
466, 4.0
467, 32.0
468, 22.0
469, 12.0
470, 16.0
471, 15.0
472, 26.0
473, 15.0
474, 4.0
475, 14.0
476, 7.0
477, 4.0
478, 4.0
479, 5.0
480, 25.0
481, 9.0
482, 9.0
483, 9.0
484, 16.0
485, 5.0
486, 5.0
487, 13.0
488, 9.0
489, 7.0
490, 15.0
491, 25.0
492, 7.0
493, 8.0
494, 19.0
495, 6.0
496, 11.0
497, 13.0
498, 7.0
499, 5.0
500, 10.0
501, 4.0
502, 46.0
503, 7.0
504, 6.0
505, 8.0
506, 15.0
507, 11.0
508, 5.0
509, 12.0
510, 11.0
511, 11.0
512, 8.0
513, 12.0
514, 10.0
515, 5.0
516, 23.0
517, 16.0
518, 15.0
519, 13.0
520, 5.0
521, 16.0
522, 6.0
523, 6.0
524, 22.0
525, 12.0
526, 7.0
527, 10.0
528, 22.0
529, 14.0
530, 37.0
531, 6.0
532, 6.0
533, 14.0
534, 8.0
535, 27.0
536, 14.0
537, 13.0
538, 4.0
539, 6.0
540, 11.0
541, 17.0
542, 7.0
543, 30.0
544, 7.0
545, 5.0
546, 14.0
547, 4.0
548, 24.0
549, 20.0
550, 6.0
551, 15.0
552, 35.0
553, 10.0
554, 6.0
555, 13.0
556, 26.0
557, 10.0
558, 11.0
559, 15.0
560, 28.0
561, 22.0
562, 49.0
563, 5.0
564, 5.0
565, 8.0
566, 53.0
567, 18.0
568, 10.0
569, 9.0
570, 39.0
571, 33.0
572, 18.0
573, 13.0
574, 15.0
575, 48.0
576, 5.0
577, 16.0
578, 11.0
579, 13.0
580, 11.0
581, 13.0
582, 9.0
583, 8.0
584, 5.0
585, 6.0
586, 9.0
587, 9.0
588, 15.0
589, 9.0
590, 27.0
591, 28.0
592, 81.0
593, 22.0
594, 42.0
595, 12.0
596, 19.0
597, 6.0
598, 7.0
599, 17.0
600, 4.0
601, 25.0
602, 10.0
603, 5.0
604, 12.0
605, 4.0
606, 5.0
607, 5.0
608, 10.0
609, 4.0
610, 11.0
611, 4.0
612, 7.0
613, 19.0
